Time,Accel_X,Accel_Y,Accel_Z
1731762601.047178,-4.790797521972656,2.5330653564453125,-6.854599353027344
1731762601.1025045,-4.759672900390624,2.3032219970703123,-6.806715319824218
1731762601.1596806,-4.836287353515624,2.3870190551757813,-6.892906579589844
1731762601.2164412,-5.142745166015625,2.4588451049804685,-6.864176159667968
1731762601.2717257,-4.7764323120117185,2.403778466796875,-6.845022546386718
1731762601.3270514,-4.8650177734375,2.4756045166015626,-6.770802294921874
1731762601.3822122,-4.924872814941406,2.518700146484375,-6.76122548828125
1731762601.437435,-4.7931917236328125,2.5043349365234375,-6.8402341430664055
1731762601.4926553,-5.173869787597656,2.4756045166015626,-6.79953271484375
1731762601.5478256,-4.841075756835937,2.422932080078125,-6.737283471679687
1731762601.602967,-4.92247861328125,2.442085693359375,-6.825868933105468
1731762601.658076,-5.046977099609375,2.43250888671875,-6.833051538085937
1731762601.7131886,-4.996698864746094,2.4779987182617185,-6.866570361328125
1731762601.7683208,-4.7955859252929685,2.3774422485351563,-6.823474731445312
1731762601.823505,-4.8123453369140625,2.4756045166015626,-6.797138513183594
1731762601.8786557,-4.797980126953124,2.482787121582031,-6.847416748046874
1731762601.9338164,-9.1554271484375,-2.128445275878906,-1.254561669921875
1731762601.9889355,-4.407725256347656,6.8210805297851556,-7.75721337890625
1731762602.044134,6.660669018554687,6.433219860839843,-19.6133
1731762602.099279,-8.616731774902343,3.7229835815429686,-18.902222106933593
1731762602.1544046,19.531897143554687,-4.61602080078125,2.9568390502929685
1731762602.2094922,-17.300501196289062,6.114791040039062,-6.926425402832031
1731762602.2646375,2.1835119140624997,5.990292553710937,0.01915361328125
1731762602.3197153,-13.898340637207031,3.5482068603515624,-3.5577836669921874
1731762602.374838,-2.403778466796875,-2.427720483398437,-1.5873557006835937
1731762602.429993,-11.750741748046874,2.1164742675781247,-4.903325
1731762602.4851706,-5.360617517089843,1.9009961181640624,-5.549759448242187
1731762602.5403037,-10.919953771972656,3.0406361083984375,-3.8666356811523435
1731762602.5953987,-9.411606726074218,1.7621324218749999,-7.7787611938476555
1731762602.6505456,-11.578359228515625,6.196193896484375,-4.80755693359375
1731762602.705707,-8.908824377441405,-1.9680337646484374,-8.904035974121093
1731762602.7608056,-6.021417175292968,5.073313317871094,-5.580884069824219
1731762602.8159692,-7.709329345703124,8.662221606445312,-4.228160131835938
1731762602.8711553,-12.885593334960937,-6.287173559570312,-1.668758557128906
1731762602.9243739,-4.42448466796875,13.781024755859374,-0.1149216796875
1731762602.977555,-6.6151791870117185,3.450044592285156,-0.6967126831054687
1731762603.0308545,-1.2473790649414063,2.748543505859375,0.7110778930664062
1731762603.084041,-8.556876733398436,4.0988732421875,-5.389347937011719
1731762603.137329,-14.482525842285156,0.38786066894531246,-7.613561279296874
1731762603.1906009,-6.6893994384765625,4.187458703613281,-6.1650692749023435
1731762603.2459755,-6.533776330566406,4.857835168457031,-5.868188269042968
1731762603.301246,-11.82975040283203,3.8283284545898435,-10.007762939453125
1731762603.3564754,-10.146626635742187,0.43574470214843747,-5.95677373046875
1731762603.411718,-2.109291662597656,7.50821640625,-2.2361843505859373
1731762603.4669456,-4.218583325195312,3.1675287963867187,1.5227122558593749
1731762603.5221252,-7.510610607910156,3.9049429077148434,1.0390835205078124
1731762603.5774035,-4.386177441406249,3.0693665283203124,2.3582886352539063
1731762603.6325722,-5.106832141113281,4.4005426513671875,-0.7661445312499999
1731762603.6877294,-9.425971936035156,1.7477672119140624,-3.88818349609375
1731762603.7428353,-7.556100439453124,3.9336733276367184,-5.315127685546875
1731762603.7979448,-14.45379542236328,5.482721801757812,-6.677428430175781
1731762603.853184,-9.255983618164063,3.3973721557617185,-5.276820458984375
1731762603.9083195,-9.557653027343749,3.086125939941406,-5.652710119628906
1731762603.9634724,-7.359775903320312,5.073313317871094,-3.361459130859375
1731762604.018619,-5.566518859863281,4.280832568359375,0.4070142822265625
1731762604.073729,-7.745242370605468,5.154716174316406,1.5322890624999999
1731762604.128845,-4.601655590820312,2.5234885498046875,2.212242333984375
1731762604.184031,-7.127538342285156,5.549759448242187,2.2744915771484373
1731762604.2391558,-5.248090039062499,3.833116857910156,2.157175695800781
1731762604.2943418,-6.8210805297851556,3.7325603881835936,-2.003946789550781
1731762604.3494754,-11.654973681640625,3.0980969482421874,-2.5139117431640625
1731762604.4045792,-4.704606262207031,5.197811804199218,-4.4005426513671875
1731762604.459705,-13.623007446289062,-0.086191259765625,-5.686228942871093
1731762604.5148675,-3.746925598144531,4.572925170898437,-4.6639048339843745
1731762604.5700052,-11.722011328125,3.478775012207031,-5.84185205078125
1731762604.6250954,-16.029180114746094,3.603273498535156,-7.994239343261718
1731762604.6803088,-4.747701892089843,5.556942053222656,-4.814739538574218
1731762604.7354474,-3.8235400512695312,3.670311145019531,-0.12689268798828124
1731762604.790599,-9.701305126953125,3.337517114257812,0.12689268798828124
1731762604.8457377,-2.6575638427734374,3.6846763549804686,1.867477294921875
1731762604.9008837,-8.429984045410155,4.347870214843749,2.5809493896484375
1731762604.9560244,-6.191405493164062,5.049371301269531,2.104503259277344
1731762605.0111668,-6.117185241699218,2.693476867675781,0.055066638183593745
1731762605.0662696,-9.129090930175781,4.955997436523437,-2.9089550170898435
1731762605.1213474,-10.295067138671874,1.5275006591796874,-4.7955859252929685
1731762605.1764553,-7.218518005371093,2.6671406494140624,-3.6439749267578123
1731762605.231562,-10.034099157714843,5.68862314453125,-5.877765075683594
1731762605.2866452,-6.773196496582031,-0.18914193115234373,-5.442020373535156
1731762605.341842,-10.357316381835936,5.968744738769531,-5.228936425781249
1731762605.3969398,-12.133814013671874,3.337517114257812,-7.745242370605468
1731762605.4520297,-5.434837768554687,2.3391350219726563,-6.110002636718749
1731762605.5071256,-3.5146880371093747,4.620809204101562,-0.5746083984375
1731762605.5622036,-10.819397302246093,3.1603461914062496,0.584185205078125
1731762605.6173167,-2.221819140625,3.5721488769531247,1.7166425903320313
1731762605.6723769,-9.713276135253906,4.582501977539062,1.4149731811523436
1731762605.727434,-2.442085693359375,4.264073156738281,1.8698714965820311
1731762605.7825797,-11.518504187011718,2.3247698120117186,-1.7669208251953124
1731762605.8376696,-5.834669445800781,3.976768957519531,-3.833116857910156
1731762605.8928375,-11.532869396972655,4.086902233886718,-5.628768103027343
1731762605.9480066,-7.098807922363281,2.473210314941406,-3.612850305175781
1731762606.003174,-4.742913488769531,4.967968444824218,-4.716577270507813
1731762606.0582612,-11.456254943847656,1.3766659545898436,-5.949591125488281
1731762606.1134627,-7.321468676757812,4.335899206542969,-5.482721801757812
1731762606.1668751,-12.411541406249999,1.62805712890625,-7.9272016967773435
1731762606.2202697,-6.459556079101562,4.3071687866210935,-4.355052819824219
1731762606.273611,-4.783614916992187,4.2521021484374995,-1.0917559570312498
1731762606.3269703,-7.9846625366210935,3.5027170288085934,0.02633621826171875
1731762606.3802857,-7.244854223632812,5.092466931152344,0.7350199096679687
1731762606.4336467,-5.3390697021484375,4.199429711914062,1.139639990234375
1731762606.4869933,-4.989516259765625,6.1459156616210935,0.3758896606445312
1731762606.540408,-7.862558251953125,0.8690952026367187,-1.7118541870117185
1731762606.5937366,-9.79946739501953,4.9823336547851556,-4.867411975097656
1731762606.6469522,-7.345410693359375,0.45010991210937495,-3.749319799804687
1731762606.700127,-7.900865478515625,4.977545251464844,-5.425260961914062
1731762606.7534156,-6.253654736328125,1.5035586425781249,-4.678270043945313
1731762606.8066204,-11.322179650878905,4.977545251464844,-6.579266162109374
1731762606.8617465,-7.029376074218749,2.8467057739257813,-5.118803149414062
1731762606.917263,-10.704475622558594,4.062960217285156,-5.588066674804687
1731762606.9726346,-2.001552587890625,3.5218706420898434,-6.121973645019531
1731762607.0278144,-13.172897534179686,3.2800562744140622,-3.383006945800781
1731762607.0830762,-0.5793968017578125,4.881777185058594,-2.1978771240234374
1731762607.138339,-9.016563452148437,5.4779333984375,-0.5770026000976562
1731762607.1937716,-3.9839515624999997,-0.13646949462890623,0.32082302246093747
1731762607.2492213,-3.4356793823242184,6.208164904785156,-0.7948749511718749
1731762607.3047035,-10.620678564453124,0.17956512451171874,-1.9704279663085937
1731762607.3601427,-10.94868419189453,4.944026428222656,-5.7077767578125
1731762607.4154289,-7.544129431152343,4.106055847167968,-6.270414147949219
1731762607.4708433,-7.259219433593749,0.8667010009765624,-6.411672045898437
1731762607.5261953,-10.122684619140625,3.3111808959960936,-6.375759020996093
1731762607.5816014,-9.1554271484375,3.6750995483398436,-6.030993981933594
1731762607.636781,-8.55448253173828,1.455674609375,-4.819527941894531
1731762607.692041,-7.417236743164062,7.709329345703124,-2.233790148925781
1731762607.747209,-5.6024318847656245,0.44532150878906246,0.03591302490234375
1731762607.8023598,-6.414066247558593,4.122815258789062,0.4836287353515625
1731762607.857555,-10.081983190917969,2.8754361938476563,0.49320554199218747
1731762607.912708,-4.975151049804687,5.444414575195312,2.0159177978515626
1731762607.9679322,-6.3709706176757805,3.327940307617187,2.133233679199219
1731762608.0230813,-7.196970190429687,3.299209887695312,-0.9816226806640624
1731762608.0782533,-10.441113439941406,1.5921441040039062,-2.9472622436523435
1731762608.1334167,-8.291120349121094,3.1771056030273437,-3.1124621582031247
1731762608.1885216,-9.332598071289063,2.454056701660156,-2.96881005859375
1731762608.243681,-7.6997525390625,2.980781066894531,-4.3430818115234375
1731762608.299374,-10.256759912109374,1.2210428466796874,-4.522646936035156
1731762608.3546357,-8.183381274414062,2.935291235351562,-4.886565588378906
1731762608.4098282,-11.975796704101562,0.9888052856445312,-5.786785412597656
1731762608.4649508,-7.208941198730468,3.0597897216796874,-4.043806604003906
1731762608.520071,-11.626243261718749,2.2936451904296873,-2.0374656127929685
1731762608.575181,-3.2800562744140622,4.44363828125,0.6536170532226562
1731762608.6302712,-11.176133349609374,2.099714855957031,-0.8738836059570312
1731762608.685385,-7.599196069335937,4.472368701171875,0.5243301635742187
1731762608.7404356,-8.231265307617187,3.1076737548828124,1.4796166259765624
1731762608.7955594,-4.220977526855468,2.7198130859375,2.4301146850585935
1731762608.8507051,-6.141127258300781,4.304774584960938,1.189918225097656
1731762608.9059162,-10.175357055664062,2.3870190551757813,-2.8850130004882812
1731762608.9611137,-9.686939916992188,0.9169792358398436,-3.555389465332031
1731762609.0163298,-9.445125549316407,2.4061726684570313,-3.84987626953125
1731762609.0714703,-6.749254479980468,2.8514941772460936,-4.522646936035156
1731762609.126641,-9.842563024902343,1.68551796875,-5.135562561035156
1731762609.181757,-7.094019519042968,2.89219560546875,-5.305550878906249
1731762609.2368765,-15.116989282226562,3.5410242553710933,-7.108384729003906
1731762609.2920134,-4.065354418945312,-1.4437036010742186,-6.002263562011718
1731762609.347135,-9.45470235595703,9.504980590820312,-0.8738836059570312
1731762609.402276,-2.834734765625,-0.6296750366210937,-0.46686932373046874
1731762609.4574566,-8.43956085205078,5.801150622558594,0.6368576416015624
1731762609.5125523,-6.694187841796874,2.1499930908203124,0.34715924072265625
